Department,Sub Dept 1,Sub Dept 2,Course_Name,ID,Grade Level(s),Prerequisite,Description,Term
Science,,,Forensic Science & Investigation (s),58033,"10th – 12th (10th graders must take concurrently with core science course) 
Placement preference will be given to rising Juniors and Seniors.",Science: Biology,"Beginning with a historical look at the development of forensics and modern techniques, we will learn the basis for forensic study and tools as well as utilizing the methods ourselves in laboratory investigations. Topics that we will cover include, but are not limited to, fingerprinting, blood analysis, direct and microscopic investigation of crime scenes, DNA collection and analysis, ballistics and toxicology. Famous cases and famous forensic investigators are studied as a backdrop for learning the scientific steps beyond modern forensic advancements.  ",Semester 2 - Spring
Science,,,Honors Biology,51020,9th,"Science: A- in 8th Grade Science AND
Math: Honors Math or Accelerated Math concurrently
Departmental approval is necessary in all cases.","This course offers a comprehensive investigation of high school biology. Although the course strives to develop an appreciation for the beauty, complexity and diversity of living systems, each topic is explored in-depth. Students are exposed to significantly more vocabulary and detailed processes, and an emphasis is put on the development of scientific-inquiry skills that will enable students to become more sophisticated in conducting investigations and explaining their findings. Topics include: ecology, evolution, genetics, biochemistry, cell biology, as well as animal and plant physiology.",Full Year
Science,,,Honors Chemistry,52020,10th - 12th,"Science: B in Honors Biology AND
Math: B+ in Honors Geometry, or A- in Accel. Geometry, or B in any level Algebra II
Departmental approval is necessary in all cases","This course offers a comprehensive introduction to the fundamental principles of chemistry. Topics include: atomic theory, chemical bonding, stoichiometry, properties of solutions, gas laws, thermodynamics, redox, equilibrium, and acid-base reactions. These areas are covered through classroom work as well as laboratory experiments. Inquiry-based laboratory experiences are included throughout the year. The course stresses a more quantitative approach to the major topics covered. Upon completion of the year, the student is well positioned for more advanced courses within the discipline.",Full Year
Science,,,Honors Physics,53020,10th - 12th,"Science: B in Honors Biology or A in Biology and/or B in Honors Chemistry, or A in Chemistry
Math: Minimum of B+ in Accelerated or Honors Math
Departmental approval is necessary in all cases.","Honors Physics is a full-year foundations class designed to prepare students for more advanced work in physics. The course content centers around the basic core topics in physics, including but not limited to kinematics, Newton's Laws, sound, light, electricity, and magnetism. Each topic is accompanied by a lab exercise(s) and demonstration(s) meant to exhibit and reinforce the math and concepts covered. Both the class content and lab work require strong algebra skills and some trigonometry. The goal of the combination of class and lab is to foster the necessary analytical skills required at this level as well as permitting advancement in the subject.",Full Year
Science,,,Honors Science Research - Brunswick School,59100,10th and 11th (10th graders must take concurrently with a core science course),"Science: A- in Biology 
Departmental approval is necessary in all cases.","This course is designed to expose students to a variety of laboratory techniques, as well as teach students how to conduct scientific research. Over the course of two years students will investigate and experiment with lab techniques used in various science disciplines using both traditional and state-of-the-art protocols. Students will also be taught the process of research by exploring topics of interest, designing an original project, completing that project with an accompanying paper, and submitting that project to a scientific competition. Student work will be published in Brunswick’s Journal of Scientific Research. It is expected/required that each student enrolled in the class will also participate in summer science work as an intern, a scholar/participant in a reputable college summer science program, or attend a two-week, field-research trip with the class. Summer placement is instructor-assisted and individualized based on student commitments.",Full Year
Science,,,Honors Seminar: Science Research (GA),56037,11th - 12th,Departmental approval is necessary in all cases.,"The objective of this course is to train students in designing and executing a research project. The classroom is actually a research lab, and the class is a research group. The focus of the research is the isolation and initial characterization of soil microbes that exhibit antimicrobial properties. We have partnered with The Small World Initiative/Tiny Earth, organizations that are focused on the search for new antibiotics through the methods we will use in this course. Each student will be the director of their individual project while at the same time contributing to the understanding and work of the entire group. Students will be assessed on their understanding of the project, their work related to the broader goal, as well as the underlying microbiology concepts and techniques they are performing.",Full Year
Science,,,Human Physiology I (f),58030,"10th – 12th (10th graders must take concurrently with core science course)
Placement preference will be given to rising Juniors and Seniors.",Science: B in Biology,"The overall theme of this course is the human body, its organization, and its physiology. This course is designed as a further study of biology and biochemistry for those students wishing to expand their biological experience and who are possibly considering a pre-medical course of study in college. Beginning with a re-introduction to the body, a navigation of the basic biochemistry of cells and tissues is undertaken to lay a foundation for studying the various systems of the body individually. Systems to be studied include the integumentary, musculoskeletal, nervous (including special senses) and cardiovascular. This is a laboratory course with experiments and experiences using students themselves as laboratories in addition to dissection opportunities.",Semester 1 - Fall
Science,,,Human Physiology II (s),58031,"10th – 12th (10th graders must take concurrently with core science course)
Placement preference will be given to rising Juniors and Seniors.","Science: B in Biology
Human Physiology I is NOT a prerequisite for this course.","The overall theme of this course is the human body, its organization, and its physiology. This course is designed as a further study of biology and biochemistry for those students wishing to expand their biological experience and who are possibly considering a pre-medical course of study in college. Beginning with a re-introduction to the body, a navigation of the basic biochemistry of cells and tissues is undertaken to lay a foundation for studying the various systems of the body individually. Systems to be studied include the respiratory, urinary, digestion, immune and endocrine. This is a laboratory course with experiments and experiences using students themselves as laboratories in addition to dissection opportunities.",Semester 2 - Spring
Science,,,Impact of Technology: An Economic Perspective (f),38412,10th - 12th,None,"Technology advances drive commercial growth in the global economy. This course begins with a brief historical review of how major technological advances have impacted our economy.  Examples include the transistor/microprocessor, the telephone and the airplane.  Each student will explore the economic impact of one of these advances in depth.

A substantial majority of the course looks to the future.  Many potential technology advances are likely to have a disruptive impact on our current economic situation.  Our objective is to engage students in thinking about the future – and explore how these technologies will influence growth.  Students will select a technology of focus, research its potential impact, and present their findings to the class.",Semester 1 - Fall
Science,,,Marine Biology (f),58038,"11th – 12th
Placement preference will be given to rising Seniors.",Science: B in Biology and two years of science (second year can be concurrent) ,"This one semester course provides an introduction to oceanography and marine biology. During the first part of the course students will investigate oceanography including units on marine research, the sea floor, chemical and physical properties of seawater, and the world’s oceans. During the second part of the course students will learn about marine organisms including prokaryotes, those that photosynthesize, multicellular invertebrates, and a brief survey of marine vertebrates. Evolution and marine ecology will be emphasized in each unit. Students will be assessed on content, varied lab experiences, and a major presentation. Sophomores are able to register for this course, but must take chemistry or honors chemistry concurrently.",Semester 1 - Fall
Science,,,Physics,53000,10th - 12th,Biology,"This course presents students with an overview of the fundamental principles of Physics. The course examines the physical world around us and how it works. Major topics include mechanics, thermodynamics, electricity, electromagnetism, sound and light. The course leans more toward the quantitative analysis to show mathematical relationships between variables of the equations. This course is designed to be a hands-on approach with emphasis on practical application on the concepts and theories. Laboratory experiments are an integral part of the course.",Full Year
Science,,,Principles of Geology (f),58044,"10th – 12th (10th graders must be taken concurrently with core science course)
Placement preference will be given to rising Juniors and Seniors.",Science: Two years of science (second year can be concurrent),"Principles of Geology presents an overview of Earth, from a geological perspective. We will emphasize that plate tectonics—the grand unifying theory of geology—explains how the map of our planet's surface has changed radically over geologic time, and why present-day geologic activity—including a variety of devastating natural disasters such as earthquakes, landslides and volcanoes—occur where they do.
















",Semester 1 - Fall
Science,,,Principles of Geology (s),58045,"10th – 12th (10th graders must be taken concurrently with core science course)
Placement preference will be given to rising Juniors and Seniors.",Science: Two years of science (second year can be concurrent),"Principles of Geology presents an overview of Earth, from a geological perspective. We will emphasize that plate tectonics—the grand unifying theory of geology—explains how the map of our planet's surface has changed radically over geologic time, and why present-day geologic activity—including a variety of devastating natural disasters such as earthquakes, landslides and volcanoes—occur where they do.",Semester 2 - Spring
Science,,,The History of Race and Science (s),38482,"10th – 12th (10th graders must take concurrently with core science course)
Placement preference will be given to rising Juniors and Seniors.",None,"Why has science been used to justify racial thinking? How does your racial identity develop during adolescence? How can reexamining history help us to eliminate interpersonal and systemic racism? The History of Race and Science explores the construct of race as a social and historical phenomenon. Beginning with the historical evolution of race, students will explore the role that science has played in perpetuating race, considering both the biological myth and social reality in context of the historical time period. In order to understand these concepts more fully, we will engage in an interdisciplinary exploration of eugenics, racial conflicts, intergroup behavior, identity development, and contemporary social justice issues. We will explore the construction of the racial-ethnic-cultural identities in the United States, incorporating multidisciplinary readings and activities. Along the way, students will discuss the historical events and patterns that have influenced the construction of race and resulting manifestation in society, working to develop a stronger understanding of the world today.",Semester 2 - Spring
World Languages,Arabic,,Arabic I,49100,9th - 11th ,None,"This beginning course is an introduction to Modern Standard Arabic, using a curriculum based on the Al-Kitaab series. Students learn the fundamentals of Arabic such as the alphabet, handwriting, and correct pronunciation of Arabic letters. Students become familiar and comfortable with the sounds and the structure of the language and later are introduced to the ancient art of Arabic calligraphy. A variety of activities are used to develop the four language skills: listening, speaking, reading, and writing. Cultural aspects are presented through authentic materials such as articles, videos, and Internet materials.",Full Year
World Languages,Arabic,,Arabic II,49200,,Arabic I and departmental approval,"Students in this course continue to develop their foundational skills in Modern Standard Arabic. More complex aspects of the language are introduced by developing listening and reading comprehension and building oral proficiency skills. In addition to using the textbook, students are introduced to a variety of Arabic language resources such as videos, radio programs, newspapers, and Internet sites allowing for greater cultural understanding of the different aspects of the Arab world.",Full Year
World Languages,Arabic,,Arabic III,49300,,Arabic II and departmental approval,"This course expands the students’ foundation of the Arabic language and culture as they continue to develop their oral proficiency and reading/listening comprehension. Students apply more complicated language structures in Modern Standard Arabic to a variety of topics related to a real-life situation, and develop their ability to write in Arabic with an introduction to modern and classic Arabic poetry.  Students also gain a deeper understanding of the world around them by using social, environmental, and historical issues to further their Arabic language and culture studies.",Full Year
World Languages,Arabic,,Arabic IV,49400,,Arabic III and departmental approval,"Students continue to develop and refine their proficiency in all four language skills, with an emphasis on developing fluency in speaking and in writing. Students apply new complex language structures in Modern Standard Arabic to a variety of topics related to a real-life situation, and develop the ability to move from concrete to abstract concepts. At this level, students comprehend the main ideas of authentic materials that they read and listen to, while also identifying salient details. Students learn a deeper understanding of the world around them, using social, environmental, economic and historical issues to further their Arabic language and culture studies.",Full Year
World Languages,Arabic,,Honors Arabic II,49201,,Minimum grade of A- in Arabic I and departmental approval,"This fast-paced course continues to develop the students foundational skills in Modern Standard Arabic. While studying topics related to daily life communicative skills, students progress in their oral and written proficiency. They experience real-life situations through interdisciplinary and cross-cultural classes with distinct schools in the US and abroad. Units on Arabic culture, as well as additional audio and video clips in Modern Standard Arabic and colloquial, are incorporated in the lessons to help students develop a broader insight into the region and an appreciation for their study of the Arabic language.",Full Year
World Languages,Arabic,,Honors Arabic III,49301,,Minimum grade of B+ in Arabic II Honors and departmental approval,"Students continue to develop and refine their proficiency in all four language skills, with an emphasis on developing fluency in speaking and in writing. Students apply new complex language structures in Modern Standard Arabic to a variety of topics related to a real-life situation, and develop the ability to move from concrete to abstract concepts. At this level, students comprehend the main ideas of authentic materials that they read and listen to, while also identifying salient details. Students learn a deeper understanding of the world around them, using social, environmental, economic, and historical issues to further their Arabic language and culture studies.",Full Year
World Languages,Arabic,,"Honors Arabic IV
",49401,,Minimum grade of B+ in Arabic III Honors and departmental approval,"The aim of this advanced course is to improve students’ overall language ability in Arabic while honing on their critical thinking skills. Students solidify their knowledge of spoken and written Arabic, both in colloquial and Modern Standard Arabic through interactive lessons with distinct schools in the U.S. and abroad. They compare and contrast problems and solutions to issues in the Arab world versus their own surroundings and they engage in the three modes of communication (interpretative, interpersonal, and presentational) to develop cultural competencies through hands-on theme-based instruction. The students continue to improve their language proficiency while enhancing their understanding of the cultural nuances as well as current socio-economic, scientific, and environmental issues. The curriculum covered in this class prepares students to enter the NEWL Arabic Language and Culture class.",Full Year
World Languages,Arabic,,"NEWL Arabic Language and Culture
",49420,,"Minimum grade of B+ in Arabic IV Honors and departmental approval
(See Advanced Placement Prerequisite Statement at the beginning of the World Languages section)","The NEWL Arabic Language and Culture course conforms to the standards and expectations of an intermediate mid to high university Arabic language course. It is designed to provide students with ongoing and varied opportunities to further develop their proficiency skills for active communication within the cultural framework of the Arabic language and the many cultures that speak it. This course uses authentic texts to develop vocabulary and grammar and to introduce them to frequently used colloquial language. This proficiency-based exam is designed to assess students’ skills in the Arabic language deemed critical by government and business in the 21st century. Students enrolled in this course take the NEWL exam which is targeted for traditional foreign language learners and heritage learners. The NEWL exam produces AP-style score reports and students can use it to apply for college credit and/or placement. This examination is administered in the spring.




",Full Year
World Languages,Chinese,,"AP Chinese Language and Culture
",47602,,"Minimum grade of B+ in Chinese IV Honors and department approval
(See Advanced Placement Prerequisite Statement at the beginning of the World Languages section)","This course conforms to the standards and expectations as described in the College Board curriculum for AP Chinese Language and Culture. Its aim is to provide students with ongoing and varied opportunities to further develop their proficiencies across the full range of language skills within a cultural frame of reference reflecting the richness of Chinese language and culture. The course introduces students to frequently used formal and idiomatic expressions as well as popular and colloquial phrases. Students study Chinese poetry and prose, and they experience culture through the study of Chinese history, art, traditions, newspaper articles, and current events. They also prepare essays on a wide range of topics. This course culminates in the Advanced Placement Chinese and Culture Exam given in May, which must be taken by all students enrolled in this class.",Full Year
World Languages,Chinese,,AP Chinese Language and Culture - Expedition Course,47603,,"Minimum grade of B+ in Chinese IV Honors and department approval
(See Advanced Placement Prerequisite Statement at the beginning of the World Languages section)","This course conforms to the standards and expectations as described in the College Board curriculum for AP Chinese Language and Culture. Its aim is to provide students with ongoing and varied opportunities to further develop their proficiencies across the full range of language skills within a cultural frame of reference reflecting the richness of the Chinese language and culture. The course introduces students to frequently used formal and idiomatic expressions as well as popular colloquial phrases. Students study Chinese poetry and prose, and they experience culture through the study of Chinese history, religion, and art. They read newspaper articles, discuss current events, and write on a wide range of topics. This course culminates in the Advanced Placement Chinese and Culture Exam given in May, which must be taken by all students enrolled in the class. 
A required Expedition will augment this course. Financial aid is available for eligible students.

Language and Culture Expedition
(Dates TBD, expedition will take place during the 2022-2023 school year)
As part of the course, students will travel to China. During the expedition component of the course students will have many opportunities for real-life practice with the language. They also will have many opportunities to gain first-hand knowledge of Chinese cultural practices, products, and perspectives, especially as related to the AP topics that they will be exploring in this course: global challenges, science and technology, contemporary life in China, personal and public identities, family and communities, and beauty and aesthetics.




































",Full Year
World Languages,Chinese,,Chinese I,47100,9th - 11th ,None,"This course is an introduction to Chinese language and culture. Students learn proper pronunciation and tones, the foundation of spoken Mandarin, and basic strokes, stroke order, radical and phonemes, the foundation of written Chinese. Vocabulary, basic sentence patterns and other fundamentals of listening, speaking, reading, and writing are all taught within the context of practical communication, using primarily simplified Chinese characters; the pinyin Romanization tool is also taught and employed as an aid to developing speaking and reading skills. Students learn to write approximately 250 words and to read an additional 250 characters by the end of the year. This course is designed for students with no previous background in Chinese.",Full Year
World Languages,Chinese,,Chinese II,47200,,Chinese I and departmental approval,"This course aims at further developing the skills that were established in Chinese I. Basic material is reviewed and expanded upon, enabling students to advance their knowledge of Chinese grammar in the cultural context of daily life in China. Speaking and listening skills continue to be stressed, and writing in Chinese characters is now mandatory. Chinese word processing enables students to read and express themselves in writing in Chinese.",Full Year
World Languages,Chinese,,Chinese III,47300,,Chinese II and departmental approval,"This course expands and refines the students' foundation in Chinese language and culture. New grammar, vocabulary, and characters are introduced and then extensively practiced in class, using a wide variety of instructional techniques and materials. The continued use of word processing in Chinese provides students with a useful tool to express themselves with greater ease when preparing written assignments. The development of stronger listening and speaking skills remains a priority.",Full Year
World Languages,Chinese,,Chinese IV,47303,,Chinese III and departmental approval,"This course enables students to solidify their foundation as they move forward expanding their knowledge of Chinese language and culture. By working with varied vocabulary and more complex structures students will be able to use the language in more complex situations. The textbook is supplemented with authentic materials, such as newspapers and magazines, to provide a springboard for listening, speaking, reading and writing activities. Insight into Chinese culture, an integral part of the course, is additionally fostered by the use of Chinese films.",Full Year
World Languages,Chinese,,Chinese V,47502,,Chinese IV and departmental approval,"This course aims at further developing the skills that were established in intermediate Chinese. Students advance their knowledge of Chinese grammar within the cultural context of daily life in China. Emphasis is placed on the spoken language. Students discuss practical, social, and cultural topics with the aid of spoken language materials such as Chinese movies, plays, daily news, etc. More conversational strategies and the stylistic features of conversation are explored.",Full Year
World Languages,Chinese,,Honors Chinese II,47201,,Minimum grade of A- in Chinese I and departmental approval,"This rigorous course is for linguistically strong students who are ready and eager to develop their Chinese language skills at an accelerated pace. New grammar and vocabulary are introduced using a wide variety of instructional techniques and material. Speaking, listening, reading, and writing skills are solidified as students develop their interpretive, interpersonal, and presentational communication skills. With contemporary Chinese societies serving as a cultural backdrop, reading and writing skills are developed to provide students with insights into the rich diversity of the Chinese-speaking world. As their level of Chinese language sophistication increases, the students produce incrementally more complex projects on the cultures they study.",Full Year
World Languages,Chinese,,Honors Chinese III,47301,,Minimum grade of B+ in Chinese II Honors and departmental approval,"This course gives students the vocabulary and structures they need to enable them to further advance their knowledge of spoken and written Chinese. Students develop reading strategies to comprehend and discuss materials composed in formal written Chinese and develop enough independence in the language to write some guided stories. Authentic resources including newspapers, magazines, and television programs are used throughout the course. Deeper insights into Chinese culture are fostered through the use of Chinese films.",Full Year
World Languages,Chinese,,Honors Chinese IV,47401,,Minimum grade of B+ in Chinese III honors and departmental approval ,"In this accelerated course, linguistically strong students are encouraged to hone their reading, writing, word processing, listening, and speaking skills in Chinese. Writing assignments involving both writing and typing are given frequently in order to help students communicate constructively and creatively. Previously learned concepts and textbook materials are significantly expanded through introductory expository speaking that begins the process of mastering new grammar patterns and creative ways of describing realistic situations, people, character, locations, etc. Varied aspects of Chinese culture and history are used as topics for reading and class discussion.",Full Year
World Languages,French,,AP French Language & Culture,44607,,"Minimum grade of B+ in French IV Honors or A in French III Honors and departmental approval 
(See Advanced Placement Prerequisite Statement at the beginning of the World Languages section)","The goals of this course conform to the standards and expectations described in the College Board curriculum for Advanced Placement French Language and Culture. Students will be prepared to demonstrate their level of proficiency in French across three communicative modes (interpersonal, interpretive, and presentational) and the five goal areas outlined in the Standards for Foreign Language Learning in the 21st Century (communication, cultures, connections, comparisons, and communities). Films, literature, articles on current issues, and Internet-based activities serve as a springboard for discussions, debates, compositions, and presentations. Students also endeavor to broaden their active vocabulary and to become comfortable using a variety of tenses and idiomatic expressions both when writing and speaking in a variety of contexts. This course culminates in the Advanced Placement French Language Exam given in May, which must be taken by all students enrolled in this class.",Full Year
World Languages,French,,Diversity in Francophone Culture within France (s),44511,10th - 12th,French III and departmental approval,"In this intermediate level course, students will explore multiculturalism in France. Is there such a thing as “French culture”? Within the confines of its own borders, France is enriched by the diversity of its citizens. Through the discussion of readings, videos clips, films and historical references, and the completion of individual projects, students will investigate the customs and traditions that contribute to the many facets of French cultures and identities. Ultimately, students should leave the course feeling confident in their abilities to navigate both the written and spoken language.  A key factor to success in this highly interactive class is each student’s commitment to full engagement in their learning experience.


























",Semester 2 - Spring
World Languages,French,,Exploring French Across the Globe (f),44510,10th - 12th,French III and departmental approval,"French is spoken in Europe, Africa and North America. It is less common knowledge that French is also spoken on islands extending from the Caribbean and South America to the Indian and Pacific Oceans. In this intermediate-level course, students will explore the histories and cultures of these myriad francophone regions in order to further develop their communicative skills in French through readings, videos, projects and class discussion. The goal is for students to leave the course feeling well equipped both in their understanding of different French-speaking peoples and cultures and their ability to interact confidently in the French language. A key factor to success in this highly interactive class is each student’s commitment to full engagement in their learning experience.",Semester 1 - Fall
World Languages,French,,French I,44100,9th - 11th ,None,"This course is for those students who wish to begin their study of French in the Upper School. It is designed to provide students with foundational skills in reading, writing, speaking and understanding spoken French. A basal text provides grammar and cultural studies, while reading and writing skills are developed through the use of a variety of documents (poems, surveys, and passages from magazines and newspapers) and media (videos, short clips, and movies).",Full Year
World Languages,French,,French II,44201,,French I and departmental approval,"Students in this course continue to develop their foundational skills in French. New grammar and vocabulary are presented then extensively practiced in class, using a wide variety of instructional techniques and material. Speaking, listening, reading, and writing skills are solidified as students develop their interpretive, interpersonal, and presentational communication skills. Additionally, reading and writing skills are developed in contexts that provide students with insights into the richly varied cultures of the French-speaking world.",Full Year
World Languages,French,,French III,44300,,French II and departmental approval,"This course expands and refines the students' foundation in French language and Francophone culture. New grammar and vocabulary are introduced then extensively practiced in class, using a wide variety of instructional techniques and material. Speaking, listening, reading, and writing skills are solidified as students role play, do group work, prepare oral presentations or work with on-line or local digital resources, and read short stories and/or articles on current events. In addition to the language, students will study customs, traditions and histories of French-speaking nations and regions so that their knowledge of French is embedded in cultural understanding.",Full Year
World Languages,French,,Honors French II,44202,,Minimum grade of A- in French I and departmental approval,"This rigorous course builds upon the skills established in French I. It is for linguistically strong students who are ready and eager to work at an accelerated pace. New grammar and vocabulary are introduced using a wide variety of instructional techniques and material. Speaking, listening, reading, and writing skills are solidified as students develop their interpretive, interpersonal, and presentational communication skills. Additionally, reading and writing skills are developed in contexts that provide students with insights into the rich diversity of the French-speaking world. As their level of French language sophistication increases, the students are asked to produce incrementally more complex projects on the Francophone cultures they study.",Full Year
World Languages,French,,Honors French III,44301,,Minimum grade of B+ in French II Honors and departmental approval,"This course is designed to begin perfecting the language skills necessary for highly proficient oral and written communication. The finer points of grammar are reviewed, strengthened and clarified. Discussions and compositions, which provide opportunities for self-expression, are based on Francophone current events and literature through a range of possibilities: online and local digital resources, newspaper articles, extracts, short stories, and more. Students develop their listening and speaking skills through the frequent use of recorded activities as well as through a wide variety of class activities. Students further broaden their cultural foundation through Internet projects and exploration.",Full Year
World Languages,French,,Honors French IV,44402,,Minimum grade of B+ in French III Honors and departmental approval,"In this pre-AP language course, the finer points of French grammar are reviewed, strengthened and clarified. Students discuss examples of contemporary Francophone cultural and social issues. Discussions and compositions based on current publications provide the students with opportunities for independent self-expression. Students develop their listening skills through the frequent use of recorded activities. Students make recordings and do a wide variety of class exercises to improve their speaking ability. Films and online or local digital resources enhance listening skills and culture study.",Full Year
World Languages,French,,Honors Seminar: French Studies,44617,11th - 12th,Departmental approval,"This discussion-based course is designed as a seminar for students with a high proficiency in French, who want to continue to explore and discuss cultural themes throughout the French-speaking world. This challenging class is conducted in French to further improve fluency and comprehension. Students will work with authentic materials such as current event articles as well as literature, movies, and art that develop the overall understanding of the francophone world. This course is designed to be interactive, with frequent instructor feedback about student presentations, debates, and written responses and provides a venue for students to become life-long learners of French.",Full Year
World Languages,Italian,,AP Italian Language & Culture,42500,,"Minimum grade of B+ in Italian IV Honors or A in Italian III Honors and departmental approval
(See Advanced Placement Prerequisite Statement at the beginning of the World Languages section)","The goals of this course conform to the standards and expectations described in the College Board curriculum for AP Italian Language and Culture. Students will be prepared to demonstrate their level of Italian proficiency across three communicative modes (interpersonal, interpretive, and presentational) and the five goal areas outlined in the Standards for Foreign Language Learning in the 21st Century (communication, cultures, connections, comparisons, and communities). Films, literature, articles on current issues, and Internet-based activities serve as a springboard for discussions, debates, compositions and presentations. Students also endeavor to broaden their active vocabulary and to become comfortable using a variety of tenses and idiomatic expressions both when writing and speaking in a variety of contexts. This course culminates in the Advanced Placement Italian Language and Culture Exam given in May, which must be taken by all students enrolled in this class.








",Full Year
World Languages,Italian,,Honors Italian II,42201,,Minimum grade of A- in Italian I and departmental approval,"This rigorous course builds upon Italian I. It is for students who have strong linguistic ability and who are eager to work at a rapid pace. The goal of the program is to develop students' communication skills with conversation, role-plays, written assignments, readings and listening comprehension exercises to enable the student to develop strong skills. The relationship between Italian language and culture is integral to the course.",Full Year
World Languages,Italian,,Honors Italian III,42301,,Minimum grade of B+ in Italian II Honors and departmental approval,"This course is designed to begin perfecting the language skills necessary for highly proficient oral and written communication. The finer points of grammar are reviewed, strengthened and clarified. Discussions and compositions, which provide opportunities for self-expression, are based on Italian current events and literature through a range of possibilities: online and local digital resources, newspaper articles, extracts, short stories, and the like. Students develop their listening and speaking skills through the frequent use of taped and recorded activities as well as through a wide variety of class activities. Students further broaden their cultural foundation through Internet projects and exploration.",Full Year
World Languages,Italian,,Honors Italian IV,42401,,Minimum grade of B+ in Italian III Honors and departmental approval,"In this advanced language course, the finer points of Italian grammar are reviewed, strengthened and clarified. Students discuss contemporary cultural and social issues in Italy basing that work on current publications and media. Students develop their listening skills through the frequent use of taped activities. Students make recordings and do a wide variety of class exercises to improve their speaking ability. Films, online, and local digital resources enhance listening skills and culture study.",Full Year
World Languages,Italian,,Italian I,42100,9th - 11th ,None,"This course is for those students who wish to begin their study of Italian. Students make use of a complete program, supported by audio, video and computer resources, that enables them to develop a strong foundation in the language and culture of Italy. Meaningful communication and the establishment of a strong grammatical foundation in Italian are the goals of this course. Additionally, reading and writing skills are developed in contexts that provide students with insights into Italian culture.",Full Year
World Languages,Italian,,Italian II,42200,,Italian I and departmental approval,"Students in this course continue to develop their foundational skills in Italian. New grammar and vocabulary are presented then extensively practiced in class, using a wide variety of instructional techniques and material. Speaking, listening, reading, and writing skills are solidified as students develop their interpretive, interpersonal, and presentational communication skills. Additionally, reading and writing skills are developed in contexts that provide students with insights into the richly varied cultures of the Italian-speaking world.",Full Year
World Languages,Italian,,Italian III,42300,,Italian II and departmental approval,"This course expands and refines the students' foundation in Italian language and culture. New grammar and vocabulary are introduced then extensively practiced in class, using a wide variety of instructional techniques and material. Speaking, listening, reading. and writing skills are solidified as students role-play, do group work, prepare oral presentations using on-line or local digital resources, and read short stories and/or articles on current events. In addition to the language, students will study specific customs, traditions and history of Italy so that their knowledge of Italian is embedded in cultural understanding.",Full Year
World Languages,Italian,,Italian IV: Language & Culture,42400,,Italian III and departmental approval,"This is a conversation and culture course. Communication skills are developed via the exploration of the rich Italian culture. Films, on-line and local digital resources, short stories and other documents all provide the basis for vocabulary expansion and class discussions. The core curriculum concerning grammar review and expansion is augmented by a wide variety of topics relevant to Italy, past and present. A key factor to success in this highly interactive course is the student's commitment to active participation in all class activities.",Full Year
World Languages,Spanish,,AP Spanish Language & Culture,43507,,Minimum grade of B+ in Spanish IV Honors or A in Spanish III Honors and departmental approval (See Advanced Placement Prerequisite Statement at the beginning of the World Languages section),"The goals of this course conform to the standards and expectations described in the College Board curriculum for AP Spanish Language and Culture. Students will be prepared to demonstrate their level of proficiency in Spanish across three communicative modes (interpersonal, interpretive, and presentational) and the five goal areas outlined in the Standards for Foreign Language Learning in the 21st Century (communication, cultures, connections, comparisons, and communities). Films, literature, articles on current issues, and Internet-based activities serve as a springboard for discussions, debates, compositions, and presentations. Students also endeavor to broaden their active vocabulary and to become comfortable using a variety of tenses and idiomatic expressions both when writing and speaking in a variety of contexts. This course culminates in the Advanced Placement Spanish Language Exam given in May, which must be taken by all students enrolled in this class.",Full Year
World Languages,Spanish,,AP Spanish Literature & Culture,43517,,"Minimum grade of B+ in Spanish IV Honors or A.P. Spanish Language and departmental approval
(See Advanced Placement Prerequisite Statement at the beginning of the World Languages section)","Following the prescribed Advanced Placement syllabus, this course offers the advanced Spanish student a remarkable overview of Spanish and Hispanic literature from medieval times through present day. The list of approximately 40 works from more than 35 authors, containing poems, plays, short stories and novels, is demanding. Students are required to participate actively in class discussions as well as write frequent essays in literary analysis, comparisons between literature and art or music, and cultural connections between the history of the Hispanic world and its interpretations in literature. Students in this course are required to take the AP Spanish Literature and Culture Exam given in the spring.",Full Year
World Languages,Spanish,,Español de negocios—Business Spanish (s),43506,10th - 12th,"Completion of Spanish III, Spanish IIIH or above. Heritage speakers may take this course with departmental approval. May be taken concurrently with another Spanish course, level IV or higher.","This course will familiarize students with the world of finance in the Hispanic world, including a survey of the culture and the basic vocabulary used in business, through hands-on work and projects that look to a direct application of the students’ language skills. Themes to be studied include marketing and advertising in the Hispanic world; issues of international leadership; the metric system and foreign exchange; and matters of transportation and foreign travel.
 
The goal of the course is to enrich students’ awareness and understanding of the social and political issues currently confronting Latin-America. With that in mind, the students will do research on various aspects of the economy of the Spanish-speaking world; follow news that pertains to economics and policy; and discuss economic relations between Latin America and the USA.",Semester 2 - Spring
